VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
MHMD01,"Rate of suicide deaths per 100,000 people",2020,County,Windham,NA,NA,24,Same,,2023,41,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,County,Windsor,NA,NA,23,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Vermont,NA,NA,18,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Burlington,NA,NA,15,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Bennington,NA,NA,30,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,White River Junction,NA,NA,12,Same,,2023,22,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Rutland,NA,NA,21,Same,,2023,28,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Springfield,NA,NA,29,Same,,2023,9,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Newport,NA,NA,29,Same,,2023,39,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,St. Johnsbury,NA,NA,21,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Barre,NA,NA,19,Same,,2023,18,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Brattleboro,NA,NA,24,Same,,2023,45,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,St. Albans,NA,NA,14,Same,,2023,14,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Middlebury,NA,NA,5,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2020,District Office,Morrisville,NA,NA,16,Same,,2023,22,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,State,Vermont,NA,NA,22,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Vermont,NA,NA,22,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Addison,NA,NA,35,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Bennington,NA,NA,21,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Caledonia,NA,NA,30,Same,,2023,16,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Chittenden,NA,NA,15,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Essex,NA,NA,17,Same,,2023,50,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Franklin,NA,NA,20,Same,,2023,14,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Grand Isle,NA,NA,13,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Lamoille,NA,NA,15,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Orange,NA,NA,27,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Orleans,NA,NA,33,Same,,2023,40,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Rutland,NA,NA,13,Same,,2023,28,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Washington,NA,NA,33,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Windham,NA,NA,11,Same,,2023,41,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,County,Windsor,NA,NA,33,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Vermont,NA,NA,22,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Burlington,NA,NA,15,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Bennington,NA,NA,21,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,White River Junction,NA,NA,28,Same,,2023,22,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Rutland,NA,NA,13,Same,,2023,28,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Springfield,NA,NA,26,Same,,2023,9,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Newport,NA,NA,32,Same,,2023,39,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,St. Johnsbury,NA,NA,23,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Barre,NA,NA,36,Higher,,2023,18,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Brattleboro,NA,NA,8,Same,,2023,45,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,St. Albans,NA,NA,19,Same,,2023,14,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Middlebury,NA,NA,35,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2021,District Office,Morrisville,NA,NA,25,Same,,2023,22,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,State,Vermont,NA,NA,20,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Vermont,NA,NA,20,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Addison,NA,NA,24,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Bennington,NA,NA,19,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Caledonia,NA,NA,29,Same,,2023,16,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Chittenden,NA,NA,17,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Essex,NA,NA,67,Higher,n=4,2023,50,19,Yes,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Franklin,NA,NA,22,Same,,2023,14,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Grand Isle,NA,NA,13,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Lamoille,NA,NA,34,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Orange,NA,NA,27,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Orleans,NA,NA,14,Same,,2023,40,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Rutland,NA,NA,13,Same,,2023,28,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Washington,NA,NA,17,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Windham,NA,NA,13,Same,,2023,41,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,County,Windsor,NA,NA,21,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Vermont,NA,NA,20,NA,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Burlington,NA,NA,17,Same,,2023,12,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Bennington,NA,NA,19,Same,,2023,19,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,White River Junction,NA,NA,18,Same,,2023,22,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Rutland,NA,NA,13,Same,,2023,28,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Springfield,NA,NA,18,Same,,2023,9,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Newport,NA,NA,21,Same,,2023,39,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,St. Johnsbury,NA,NA,35,Same,,2023,20,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Barre,NA,NA,19,Same,,2023,18,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Brattleboro,NA,NA,16,Same,,2023,45,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,St. Albans,NA,NA,21,Same,,2023,14,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Middlebury,NA,NA,24,Same,,2023,13,19,,Overall,2025-09-08
MHMD01,"Rate of suicide deaths per 100,000 people",2022,District Office,Morrisville,NA,NA,31,Higher,,2023,22,19,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,State,Vermont,NA,NA,19,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Vermont,NA,NA,19,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Addison,NA,NA,13,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Bennington,NA,NA,12,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Caledonia,NA,NA,30,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Chittenden,NA,NA,11,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Essex,NA,NA,63,Same,,2023,58,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Franklin,NA,NA,12,Same,,2023,32,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Grand Isle,NA,NA,0,Same,,2023,54,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Lamoille,NA,NA,22,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Orange,NA,NA,0,Same,,2023,55,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Orleans,NA,NA,16,Same,,2023,30,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Rutland,NA,NA,36,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Washington,NA,NA,16,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Windham,NA,NA,18,Same,,2023,67,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,County,Windsor,NA,NA,36,Same,,2023,20,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Vermont,NA,NA,19,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Burlington,NA,NA,11,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Bennington,NA,NA,12,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,White River Junction,NA,NA,9,Same,,2023,40,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Rutland,NA,NA,36,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Springfield,NA,NA,46,Same,,2023,21,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Newport,NA,NA,0,Same,,2023,29,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,St. Johnsbury,NA,NA,39,Same,,2023,24,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Barre,NA,NA,15,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Brattleboro,NA,NA,22,Same,,2023,71,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,St. Albans,NA,NA,10,Same,,2023,35,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Middlebury,NA,NA,13,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2020,District Office,Morrisville,NA,NA,34,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,State,Vermont,NA,NA,25,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Vermont,NA,NA,25,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Addison,NA,NA,49,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Bennington,NA,NA,11,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Caledonia,NA,NA,30,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Chittenden,NA,NA,22,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Essex,NA,NA,0,Same,,2023,58,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Franklin,NA,NA,23,Same,,2023,32,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Grand Isle,NA,NA,0,Same,,2023,54,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Lamoille,NA,NA,0,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Orange,NA,NA,45,Same,,2023,55,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Orleans,NA,NA,62,Same,,2023,30,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Rutland,NA,NA,0,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Washington,NA,NA,40,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Windham,NA,NA,18,Same,,2023,67,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,County,Windsor,NA,NA,28,Same,,2023,20,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Vermont,NA,NA,25,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Burlington,NA,NA,22,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Bennington,NA,NA,11,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,White River Junction,NA,NA,26,Same,,2023,40,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Rutland,NA,NA,0,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Springfield,NA,NA,33,Same,,2023,21,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Newport,NA,NA,60,Same,,2023,29,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,St. Johnsbury,NA,NA,26,Same,,2023,24,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Barre,NA,NA,43,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Brattleboro,NA,NA,11,Same,,2023,71,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,St. Albans,NA,NA,19,Same,,2023,35,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Middlebury,NA,NA,49,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2021,District Office,Morrisville,NA,NA,16,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,State,Vermont,NA,NA,24,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Vermont,NA,NA,24,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Addison,NA,NA,58,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Bennington,NA,NA,43,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Caledonia,NA,NA,43,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Chittenden,NA,NA,17,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Essex,NA,NA,60,Same,,2023,58,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Franklin,NA,NA,22,Same,,2023,32,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Grand Isle,NA,NA,58,Same,,2023,54,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Lamoille,NA,NA,40,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Orange,NA,NA,28,Same,,2023,55,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Orleans,NA,NA,30,Same,,2023,30,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Rutland,NA,NA,7,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Washington,NA,NA,8,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Windham,NA,NA,26,Same,,2023,67,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,County,Windsor,NA,NA,13,Same,,2023,20,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Vermont,NA,NA,24,NA,,2023,25,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Burlington,NA,NA,17,Same,,2023,13,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Bennington,NA,NA,43,Same,,2023,0,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,White River Junction,NA,NA,8,Same,,2023,40,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Rutland,NA,NA,7,Same,,2023,46,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Springfield,NA,NA,11,Same,,2023,21,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Newport,NA,NA,44,Same,,2023,29,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,St. Johnsbury,NA,NA,49,Same,,2023,24,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Barre,NA,NA,14,Same,,2023,7,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Brattleboro,NA,NA,31,Same,,2023,71,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,St. Albans,NA,NA,28,Same,,2023,35,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Middlebury,NA,NA,58,Same,,2023,23,25,,Overall,2025-09-08
OA-MHMD01,"Rate of suicide deaths per 100,000 adults age 65 and older",2022,District Office,Morrisville,NA,NA,31,Same,,2023,0,25,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Race and Ethnicity,Overall,9,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Race and Ethnicity,BIPOC,10,Same,,2023,7,11,Yes,BIPOC,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",9,Same,,2023,11,11,,"White, non-Hispanic",2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Sex,Overall,9,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Sex,Male,11,Same,,2023,17,11,,Male,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,Sex,Female,7,Same,,2023,5,11,,Female,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Race and Ethnicity,Overall,11,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Race and Ethnicity,BIPOC,8,Same,,2023,7,11,Yes,BIPOC,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Race and Ethnicity,"White, non-Hispanic",11,Same,,2023,11,11,,"White, non-Hispanic",2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Sex,Overall,11,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Sex,Male,17,Higher,,2023,17,11,,Male,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,Sex,Female,5,Lower,,2023,5,11,,Female,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Race and Ethnicity,Overall,12,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Race and Ethnicity,BIPOC,12,Same,,2023,7,11,Yes,BIPOC,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",12,Same,,2023,11,11,,"White, non-Hispanic",2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Sex,Overall,12,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Sex,Male,16,Same,,2023,17,11,,Male,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,Sex,Female,8,Same,,2023,5,11,,Female,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Race and Ethnicity,Overall,14,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Race and Ethnicity,BIPOC,24,Same,,2023,19,17,Yes,BIPOC,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",14,Same,,2023,17,17,,"White, non-Hispanic",2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Sex,Overall,14,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Sex,Male,13,Same,,2023,28,17,Yes,Male,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2020,State,Vermont,Sex,Female,15,Same,,2023,8,17,,Female,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Race and Ethnicity,Overall,9,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Race and Ethnicity,BIPOC,0,Lower,,2023,19,17,Yes,BIPOC,2025-09-08
